title,author,tag,series,isbn
Viatge al país dels arbres ,"Le Clézio, J.-M. G.",I** Le C,L'Arca   1,9788417599720
En Nat i el secret de l'esperança ,"Le Ray, Anik",I** Le R,,9788447921089
Babaiaga ,"Le Thanh, Taï-Marc",I** Le T,,9788447912384
"Bones vacances, Mus! ","Lebourg, Claire",I** Leb,Col·lecció Ossets,9788418187902
Un Dia amb en Mus ,"Lebourg, Claire",I** Leb,Col·lecció Ossets,9788418187230
Princesas olvidadas o desconocidas... ,"Lechermeier, Philippe",I** Lec,,9788426359094
El Gran show de las pequeñas cosas ,"Legrand, Gilbert",I** Leg,Jaguar ilustrados,9788415116714
"Pele, hijo : el niño del circo ","Lembcke, Marjaleena",I** Lem,,9788496646148
Filemón y Baucis ,Lemniscates,I** Lem,,9788494405037
La Bella y la bestia y otros cuentos ,"Leprince de Beaumont, Jeanne-Marie, 1711-1780",I** Lep,Clásicos Alfaguara,9788420485867
La Bella i la bèstia ,"Leprince de Beaumont, Jeanne-Marie, 1711-1780",I** Lep,A dues veus   5,9788466117791
El Fantasma de l'Òpera ,"Leroux, Gaston, 1868-1927",I** Ler,,9788448830533
La Guerra ,"Letria, José Jorge",I** Let,Babel   4,9788412318173
Abrazos ,"Liao, Jimmy",I** Lia,,9788415208273
Frente a frente ,"Liao, Jimmy",I** Lia,,9788416985364
Las Alas ,"Liao, Jimmy",I** Lia,,9788416985142
El Libro de la selva , ,I** Lib,Los Clásicos (Everest),9788424141103
La Meva família i l'àngel ,"Lienas, Gemma",I** Lie,L'Odissea (Estrella Polar)   15,9788499323701
El Nen de xocolata ,"Lienas, Gemma",I** Lie,Ala delta (Baula). Sèrie roja   49,9788447929672
Coneixes la Pippi Calcesllargues? ,"Lindgren, Astrid, 1907-2002",I** Lin,,9788417742300
Pippi Calcesllargues ,"Lindgren, Astrid, 1907-2002",I** Lin,Pippi Calcesllargues   1,9788417742140
La Pippi a les mars del sud ,"Lindgren, Astrid, 1907-2002",I** Lin,Pippi Calcesllargues   3,9788417742164
El Llop de sorra ,"Lind, Asa",I** Lin,Col·lecció Set llegües,9788416804740
Les Històries del Llop de sorra ,"Lind, Asa",I** Lin,Col·lecció Set llegües,9788416804979
La Valentina i el llop de sorra ,"Lind, Asa",I** Lin,Col·lecció Set llegües,9788418558252
La Pippi s'embarca ,"Lindgren, Astrid, 1907-2002",I** Lin,Pippi Calcesllargues   2,9788417742157
Pippi Calzaslargas : todas las historias ,"Lindgren, Astrid, 1907-2002",I** Lin,Blackie Books   24,9788493874582
Pippi Calzaslargas ,"Lindgren, Astrid, 1907-2002",I** Lin,,9788426131928
Històries de Nadal ,"Lindgren, Astrid, 1907-2002",I** Lin,,9788493817527
"Gaspar, el pastor de liebres ","Liván, Paco",I** Liv,Colección Q,9788496788473
La Llegenda de Sant Jordi, ,I** Lle,,8492406607 (erroni)
Els Xiquets de la gorra ,"Lluch, Enric (Autor de llibres infantils)",I** Llu,Els Llibres del Gat en la Lluna   40,9788499041445
Les Mares de Valèria ,"Lluch, Enric (Autor de llibres infantils)",I** Llu,El Maquinista   14,9788417497880
El Vampir Ladislau ,"Lluch, Enric (Autor de llibres infantils)",I** Llu,,9788415095446
Llibre del gentil i dels tres savis ,"Llull, Ramon, 1232?-1315?",I** Llu,Petit Fragmenta   6,9788415518365
La Sol i en Pol ,"Lluch, Josep",I** Llu,El Vaixell de vapor   37,8466102906
Històries de ratolins ,"Lobel, Arnold, 1933-1987",I** Lob,Llibres per a somniar,8495123967
L'Oncle elefant ,"Lobel, Arnold, 1933-1987",I** Lob,,9788415170099
El Fantasma del palau ,"Lobe, Mira",I** Lob,El Vaixell de vapor   1,9788476290705
L'Ingo i el Drago ,"Lobe, Mira",I** Lob,El Vaixell de vapor   2,8476290624
Els Ossos de l'aire ,"Lobel, Arnold, 1933-1987",I** Lob,Gran literatura per a petits lectors,9788418187582
Faules ,"Lobel, Arnold, 1933-1987",I** Lob,,8484701395
La Laura i en Joan en marxa contra el canvi climàtic = Join the fight against climate change ,"López Madrid, Josep Maria",I** Lop,Els Contes de Recerca directa   27, 
El Vampir ,"Lorman, Josep",I** Lor,El Vaixell de vapor. Sèrie taronja   55,8476298048
Ariadna i Teseu : un fràgil fil d'amor ,"Lossani, Chiara",I** Los,,9788484835622
Ser nen no és tan fàcil! ,"Lozano Carbayo, Pilar",I** Loz,Nou Tucà 10 +   17,9788423690701
I et despertes : mentre les papallones filen ,"Lua, Nina da",I** Lua,,9788416033522
Motxilles ,Lyona,I** Lyo,,9788418443770
Aunque parezca mentira ,"Machado, Ana María",I** Mac,Sopa de libros (Anaya)   51,8420744123
Un Món ple d'històries de por : 50 relats que fan posar la pell de gallina ,"MacAllister, Angela",I** Mac,,9788466148429
Gente muy diferente ,"Machado, Ana María",I** Mac,¡Leer es vivir! (Everest),9788444143361
¡Judy Moody se vuelve famosa! ,"MacDonald, Megan",I** Mac,Infantil Alfaguara,842040120X
El Atajo ,"Macaulay, David",I** Mac,,9786074009606
Algunos miedos ,"Machado, Ana María",I** Mac,Sopa de libros (Anaya)   102,9788466745758
Dins la capsa meravellosa : viatge a l'interior de la vida ,"Macip, Salvador",I** Mac,,9788494883224
Un Món ple d'històries d'animals ,"MacAllister, Angela",I** Mac,,9788466144438
Una Vaca en el tejado ,"Maddern, Eric",I** Mad,,8498010918
El Secuestro de la bibliotecaria ,"Mahy, Margaret, 1936-2012",I** Mah,Loqueleo + 6,9788491220893
El Segrest de la bibliotecària ,"Mahy, Margaret, 1936-2012",I** Mah,El Jardí secret de Viena   21,9788483307908
L'Arma secreta de Lady Karamel ,"Mañas Romero, Pedro",I** Man,Princeses drac   13,9788466150798
El Monstre de les profunditats ,"Mañas Romero, Pedro",I** Man,Princeses drac   6,9788466144247
Festa a la mitjanit ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   4,9788418135644
Queixalades a mitja nit ,"Mañas Romero, Pedro",I** Man,Els Caçamalsons   2,9788466148757
L'Escorpí de dues cues ,"Mañas Romero, Pedro",I** Man,Els caçamalsons   3,9788466149624
El Secret del bosc ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   7,9788413890302
Pastissos perillosos ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   6,9788418444418
Un Problema amb ales ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   2,9788491379867
El Príncep de les bèsties ,"Mañas Romero, Pedro",I** Man,Princeses drac   8,9788466145930
L'Últim violí ,"Manso, Anna",I** Man,La Meva Arcàdia   1,9788493826253
Sa Majestat la bruixa ,"Mañas Romero, Pedro",I** Man,Princeses drac   3,9788466142205
El Llogater fantasma ,"Mañas Romero, Pedro",I** Man,Els Caçamalsons   1,9788466148160
El Secret del gripau negre ,"Mañas Romero, Pedro",I** Man,Princeses drac   7,9788466145367
Un Llop en escena ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   9,9788413892047
L'Illa de les fades pirata ,"Mañas Romero, Pedro",I** Man,Princeses drac   4,9788466143554
La Corona del corb ,"Mañas Romero, Pedro",I** Man,Princeses drac   12,9788466149655
La Llista d'aniversari ,"Manso, Anna",I** Man,El Vaixell de vapor   72,9788466139786
El Misteri de l'ou daurat ,"Mañas Romero, Pedro",I** Man,Princeses drac   1,9788466141772
El Pantà de les sirenes ,"Mañas Romero, Pedro",I** Man,Princeses drac   2,9788466141833
Un Monstre a la banyera ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   3,9788418135156
La Condesa chupasangre ,"Mañas Romero, Pedro",I** Man,Princesas dragón   9,9788491825395
La Comtessa Xucla-Sang ,"Mañas Romero, Pedro",I** Man,Princeses drac   9,9788466146371
El Festival de bruixeria ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   8,9788413891699
L'Illa de les mascotes ,"Mañas Romero, Pedro",I** Man,Anna Kadabra   5,9788418443602
Els Set focs ,"Mañas Romero, Pedro",I** Man,Princeses drac   11,9788466149129
El final de la màgia ,"Mañas Romero, Pedro",I** Man,Princeses Drac   10,9788466146692
Els Germans Tempesta ,"Mañas Romero, Pedro",I** Man,Princeses drac   5,9788466143769
Jo les volia ,"Martínez i Vendrell, Maria",I** Mar,Mars (Associació de Mestres Rosa Sensat),9788492748228
Com vam caçar l'home-llop ,"Martín, Andreu",I** Mar,Caçadors de monstres   3,8466400133
Duelo al sol ,"Marsol, Manuel",I** Mar,,9788417617141
Sunakay ,"Martí i Orriols, Meritxell",I** Mar,,9788418304453
Vull ser model ,"Martí i Orriols, Meritxell",I** Mar,El Vaixell de vapor   78,9788466128315
Los Líos de Max ,"Martínez Navarro, Laida",I** Mar,Ala delta (Edelvives). Serie azul   24,8426351093
El Grill d'en Quim ,"Martí i Bertran, Pere",I** Mar,El Vaixell de vapor   133,8466113010
Un Sueño sobre puntas ,"Marsotto, Aurora",I** Mar,Escuela de danza   1,9788424633950
Una Nit bestial ,"Martí i Orriols, Meritxell",I** Mar,El Vaixell de vapor   65,9788466130608
"Uf, quin dissabte, rateta Arbequina! ","Marçal, Maria Mercè, 1952-1998",I** Mar,L'Odissea (Estrella Polar)   13,9788499328942
L'Aniversari ,"Martí i Pol, Miquel, 1929-2003",I** Mar,Mars (Associació de Mestres Rosa Sensat),9788492748730
La Nit de la Gran Gala ,"Marsotto, Aurora",I** Mar,Escola de dansa   3,9788424633929
L'Amagatall ,"Mattiangeli, Susanna",I** Mat,,9788447940776
Escola de ratolins ,"Mathieu, Agnès",I** Mat,Ossets   4,9788418733161
Escola de ratolins d'excursió a la ciutat ,"Mathieu, Agnès",I** Mat,Ossets,9788418733864
La Princesa que va perdre el nom ,"Mateos, Pilar",I** Mat,Ala delta (Baula). Sèrie roja   4,8447910040
Una Rebel·lió inesperada ,"Maymó, Pema",I** May,Supergermans,9788424668624
Lucilla ,"Mazzetti, Sarah",I** Maz,,9788413185200
Presoners gelats! ,"Mélois, Clémentine",I** Mel,Els Gossos pirata   2,9788466149082
"Adeu, rosegons! ","Mélois, Clémentine",I** Mel,Els Gossos pirata   1,9788466147637
¡Quiero un hermanito! ,"Menéndez-Ponte, María",I** Men,El Barco de vapor. Primeros lectores   101,8434892707
El País de los ratones ,"Méricourt, Alice",I** Mer,,9788412142105
"Els Dimarts, el meu tiet i els extraterrestres ","Micaló Rebaque, Dídac",I** Mic,,9788416578030
Hotel Flamingo ,"Milway, Alex",I** Mil,,9788469891414
Madam C.J. Walker crea una empresa ,"Millner, Denene",I** Mil,Nenes rebels,9788418134340
Jatakes : sis contes budistes ,"Millà, Marta",I** Mil,Petit Fragmenta   12,9788415518655
L'Alí Babà i els quaranta lladres : un conte oriental , ,I** Mil,Els Nostres contes il·lustrats   12,8429756965
El Mussol negre, ,I** Mir,"Miraculous, les aventures de Ladybug i Gat Noir",9788491378082
¿Qué será de tí? ,"Mizielinska, Aleksandra",I** Miz,,9788492412983
Atreveix-te amb tres ,"Moeyaert, Bart",I** Moe,El Vaixell de vapor. Sèrie blava   170,9788466126960
El Dit d'Ariadna ,"Molist, Pep",I** Mol,El Vaixell de vapor   181,9788466130493
El Despilfarro ortográfico ,"Moles, Manel",I** Mol,,9788416382262
La Verònica vol un amic ,"Molist, Pep",I** Mol,La Formiga (Animallibres)   90,9788416844739
La Moli i la Doli ,"Molist, Pep",I** Mol,Sopa de lletres (Barcanova)   174,9788448925666
"La Moli, la Doli i la teeela de color vermeeell ","Molist, Pep",I** Mol,Sopa de lletres (Barcanova)   201,9788448932176
Contes de l'Univers ,"Molina, Tomàs",I** Mol,,8424634322
Contes de la Terra ,"Molina, Tomàs",I** Mol,,8424621719
La Colla U : els orígens de la increïble història ,"Monzó, Jaume",I** Mon,El maquinista   9,9788417497415
Criatures humanes i altres petits animals ,"Montesinos, Anna",I** Mon,,9788494270253
Los Distintos ,"Montañés, Mónica",I** Mon,,9788412163612
El Mago Merlín ,"Montes, Graciela",I** Mon,Los Caballeros de la Tabla Redonda,8434877988
Una Alianza en peligro ,"Montefiore, Santa",I** Mon,Los Reales conejos de Londres   2,9788414017128
Un Encanteri enfadat ,"Mora, Amèlia",I** Mor,Sayonara Magic   4,9788418483066
Un Encanteri accidentat ,"Mora, Amèlia",I** Mor,Sayonara Magic   2,9788418057755
La Família Massafilles : Cara ,"Morgenstern, Susie",I** Mor,Nandibú   7,9788499757933
No hi ha dret! ,"Morgenstern, Susie",I** Mor,Grumets   20,8424681207
Una Festa màgica ,"Mora, Amèlia",I** Mor,Sayonara Magic   5,9788418594793
El Oso blanco : cuento inspirado en una leyenda inuit ,"Morris, Jackie",I** Mor,,9788489825741
La Família Massafilles : Bella ,"Morgenstern, Susie",I** Mor,Nandibú   5,9788499757728
Mags a l'escola ,"Mora, Amèlia",I** Mor,Sayonara Magic   1,9788418057731
La Família Massafilles : Anna ,"Morgenstern, Susie",I** Mor,Nandibú   4,9788499757711
La Família Massafilles : Dana ,"Morgenstern, Susie",I** Mor,Nandibú   6,9788499757940
"El Ratón, el sapo y el cerdo ","Moser, Erwin",I** Mos,El Barco de vapor. Serie azul   110,9788434887916
Pirates i tresors : deu contes de pirates ,"Mould, Chris",I** Mou,,9788498257762
Amor a primera vista a l'escola ,Mr. Tan,I** Mr T,Escola de monstres,9788448942861
Cuentos de Halloween ,"Muñoz Miralles, Carles",I** Mun,,9788415101444
Óscar y el río Amazonas ,"Muñoz Puelles, Vicente",I** Mun,Sopa de libros (Anaya)   138,9788466784474
Óscar y el león de correos ,"Muñoz Puelles, Vicente",I** Mun,Sopa de libros (Anaya)   21,9788420789866
Isadora Moon celebra el seu aniversari ,"Muncaster, Harriet",I** Mun,,9788420486444
Isadora Moon va al ballet ,"Muncaster, Harriet",I** Mun,,9788420487441
Isadora Moon i la nit màgica ,"Muncaster, Harriet",I** Mun,,9788420452388
Isadora Moon se'n va d'excursió ,"Muncaster, Harriet",I** Mun,,9788420487434
Isadora Moon va al parc d'atraccions ,"Muncaster, Harriet",I** Mun,,9788420487755
Isadora Moon i la fada de les dents ,"Muncaster, Harriet",I** Mun,,9788420453729
Mirabelle i l'escola de màgia ,"Muncaster, Harriet",I** Mun,,9788420440965
Isadora Moon i l'encanteri màgic ,"Muncaster, Harriet",I** Mun,,9788420487625
Fray Perico y su borrico ,"Muñoz Martín, Juan",I** Mun,El Barco de vapor. Serie naranja,9788434894099
Isadora Moon es fica en un embolic ,"Muncaster, Harriet",I** Mun,,9788420487458
Isadora Moon va de viatge ,"Muncaster, Harriet",I** Mun,,9788420452432
Mirabelle i l'encanteri del drac ,"Muncaster, Harriet",I** Mun,,9788420452999
Cómo cuidar un ángel ,"Nakagawa, Chihiro",I** Nak,A la orilla del viento   196,9789681686024
El Tresor d'en Barba Blava ,"Navarro, Àngels",I** Nav,Enigmes   13,9788483431191
Lletra a lletra ,"Navarro, Àngels",I** Nav,,9788498256888
"Navidad : cuentos, poemas y canciones", ,I** Nav,El Aleph infantil,9788476698372
Contes del món per anar a dormir ,"Nel·lo, David",I** Nel,,9788466147767
Marcos Mostaza uno ,"Nesquens, Daniel",I** Nes,,9788466776837
Mi vecino de abajo ,"Nesquens, Daniel",I** Nes,El Barco de vapor   213,9788467585438
Història d'un nas ,"Nicolau Bargalló, Xavier",I** Nic,El Vaixell de vapor   40,8466103643
Història d'uns ulls ,"Nicolau Bargalló, Xavier",I** Nic,El Vaixell de vapor. Sèrie blanca   54,8466113606
Història d'uns ulls ,"Nicolau Bargalló, Xavier",I** Nic,El Vaixell de vapor. Sèrie blanca   54,8466113606
Història d'una orella ,"Nicolau Bargalló, Xavier",I** Nic,El Vaixell de vapor. Sèrie blanca   32,8482868985
El Primer cas ,"Nilsson, Ulf",I** Nil,El jardí secret de Viena   26,9788417998165
Un Cas complicat ,"Nilsson, Ulf",I** Nil,El Jardí secret de Viena   32,9788418908316
Inspector Gordon : el primer caso ,"Nilsson, Ulf",I** Nil,,9788417222086
El Planeta de la cajita de música ,"Nishino, Akihiro",I** Nis,,9788415208594
Plantant els arbres de Kenya : la història de Wangari Maathai ,"Nivola, Claire A.",I** Niv,,9788426139375
Martina l'aranya ,"Noda, María Rosa",I** Nod,,8484180662
Quan en Findus era petit i va desaparèixer ,"Nordqvist, Sven",I** Nor,En Pettson i en Findus,9788417749125
El Bosc dels germans ,"Noritake, Yukiko",I** Nor,,9788412268263
El Cumpleaños de Mini ,"Nöstlinger, Christine, 1936-2018",I** Nos,El Barco de vapor. Serie azul,9788467589405
El Diari secret de la Susi   El diari secret d'en Paul ,"Nöstlinger, Christine, 1936-2018",I** Nos,El Vaixell de vapor   155,9788476296783
Mini va al colegio ,"Nöstlinger, Christine, 1936-2018",I** Nos,El Barco de vapor. Serie azul,9788434895966
"En Niko, el pirata ","Nöstlinger, Christine, 1936-2018",I** Nos,Llibresaure,9788479421625
Un Fantasma fet a mida ,"Nöstlinger, Christine, 1936-2018",I** Nos,El Vaixell de vapor. Sèrie blava   180,9788466143974
"Estimada Susi, estimat Paul ","Nöstlinger, Christine, 1936-2018",I** Nos,El Vaixell de vapor. Sèrie blava   7,9788466139731
Noia en motocicleta ,"Novesky, Amy",I** Nov,Fuera de órbita,9788418702167
En Boti Boti i la màgia del cava ,"Obiols, Anna",I** Obi,, 
Libro de las M'Alicias ,"Obiols, Miquel",I** Obi,Libros para soñar,9788492608157
El Color de la sorra ,"O'Callaghan i Duch, Elena",I** OCa,,9788447914289
Bestieses i animalades ,"O'Callaghan i Duch, Elena",I** OCa,El Vaixell de vapor   11,8476292201
Bestioles menudes ,"O'Callaghan i Duch, Elena",I** OCa,El Vaixell de vapor   51,9788466138710
Bestioles menudes ,"O'Callaghan i Duch, Elena",I** Oca,El Vaixell de vapor   51,9788466111652
Kirikú y la bruja ,"Ocelot, Michel",I** Oce,,9788496629189
On van els àngels de neu? ,"O'Farrell, Maggie",I** OFa,,9788424669607
El Lleó Kandinga ,"Ofogo Nkama, Boniface",I** Ofo,,9788493666750
"¡Estela, grita muy fuerte! ","Olid, Bel",I** Oli,A lomos de Clavileño,9789709957167
Fora disfresses! ,"Olid, Bel",I** Oli,,9788424671235
Tao : fragments del vell camí xinès del mestre Laozi ,"Ollé, Manuel",I** Oll,Petit Fragmenta   14,9788415518785
Sant Jordi i el drac amb corona ,"Oro, Begoña",I** Oro,,9788448857653
El Niño más rico del mundo ,"Orths, Markus",I** Ort,,9788494925719
La Mà del senyor Echegaray ,"Ortiz, Diego",I** Ort,,9788417555344
Soy una nuez ,"Osés, Beatriz",I** Ose,Tucán (Edebé)   51,9788468334578
Maarón ,"Øvreas, Hakon",I** Ovr,,9788415208907
"Arri, Brunilda! ","Owen, Laura",I** Owe,La Bruixa Brunilda,9788498015713
La Brunilda es posa en forma ,"Owen, Laura",I** Owe,,9788498016185
La Brunilda ximpleta ,"Owen, Laura",I** Owe,,9788498015690
Teatre de mitjanit ,"Pacovská, Kveta",I** Pac,,8439718888
Conversa amb un pastís de xocolata ,"Page, MartIn",I** Pag,El Vaixell de vapor. Sèrie blanca   73,9788466124119
Trampes fètides! ,"Palmiola, Isaac",I** Pal,Els Cacauets futbolers   2,9788418443534
Comença la lliga! ,"Palmiola, Isaac",I** Pal,Els Cacauets futbolers   1,9788418443497
Secrets inconfessables ,"Palmiola, Isaac",I** Pal,Els Cacauets futbolers   3,9788418444029
Abans del primer dia ,"Palomino, Juan",I** Pal,,9788466142212
Qui cuida a qui? ,"Panyella, Laia",I** Pan,Dinàmiques contades,9788418580062
"I aquí, qui mana? ","Panyella, Laia",I** Pan,Dinàmiques contades,9788418580055
La Por de la Daniela ,"Panyella, Laia",I** Pan,Dinàmiques contades,9788418580048
L'Extraterrestre que va descobrir la biodiversitat ,"Panyella, Àngel",I** Pan,,9788418580208
Àlix i la clau de les meravelles ,"Papadopoulos, Adrián",I** Pap,,9788415097327
On va aquesta gent? ,"Parreño, Fran",I** Par,,9788418592416
"Junie B. Jones, capitana de su clase ","Park, Barbara",I** Par,Junie B. Jones   6,9788421698464
Junie B. Jones i la festa de pijames ,"Park, Barbara",I** Par,Junie B. Jones   13,9788499060996
Junie B. Jones i l'autobús pudent ,"Park, Barbara",I** Par,Junie B. Jones   1,848304823X
Junie B. Jones y el monstruo bajo la cama ,"Park, Barbara",I** Par,Junie B. Jones   4,9788421698495
Junie B. Jones no es una ladrona ,"Park, Barbara",I** Par,Junie B. Jones   8,9788421698501
Junie B. Jones fa de grangera ,"Park, Barbara",I** Par,Junie B. Jones   16,9788499064000
Tinc un paper ,"Parrot, Marc",I** Par,,9788494783579
Els Pastorets : llegenda popular catalana , ,I** Pas,La Galera popular   58,9788424614881
La Sirena en la llauna de sardines ,"Pausewang, Gudrun",I** Pau,Sopa de llibres (Barcanova)   7,8448905253
Rigo i Roc : 28 històries del zoo i de la vida ,"Pauli, Lorenz",I** Pau,Nandibú singular,9788413030708
Mamut rock ,"Payette, Eveline",I** Pay,,9788426146809
Xamae ,"Peix, Susana",I** Pei,,9788498834635
L'Ésser sense veu ,"Peix, Susana",I** Pei,Pluja de llibres,9788448945862
La Bicicleta amarilla ,"Pelliti, Matteo",I** Pel,,9788494983009
Clementina tiene talento ,"Pennypacker, Sara",I** Pen,,9788467244274
Clementina ,"Pennypacker, Sara",I** Pen,,9788467244267
El Misteri de les croquetes ,"Perez, Sébastien",I** Per,Detectiu Gatlock   2,9788447943197
Els Fabricants de muntanyes ,"Pérez Villaplana, Alberto",I** Per,,9788415095170
La Recepta de la felicitat ,"Pérez Lladó, Adela",I** Per,Club princeses del cupcake   3,9788491370239
Fill de dracs ,"Pérez, Sebastien",I** Per,,9788447935499
La Desaparició dels ratolins ,"Perez, Sébastien",I** Per,El Detectiu Gatlock   1,9788447943180
El Petit Polzet ,"Jané, Albert",I** Per,Mars,9788412009637
La Vida anodina de la bruja Pegatina ,"Perret, Delphine",I** Per,,9788467933383
El Cor del pirata ,"Perez, Sébastien",I** Per,,9788447939817
Los Fabricantes de montañas ,"Pérez Villaplana, Alberto",I** Per,,9788498452150
La Bella dorment ,"Perrault, Charles, 1628-1703",I** Per,Els Nostres contes il·lustrats   7,8429756914
En Polzet ,"Salemi, Lucia",I** Per,Els Nostres contes il·lustrats   2,8429756868
La Ventafocs ,"Perrault, Charles, 1628-1703",I** Per,Els Nostres contes il·lustrats   5,8429756892
El Gat amb botes ,"Perrault, Charles, 1628-1703",I** Per,Els Nostres contes il·lustrats   4,8429756884
Por qué nos preguntamos cosas ,"Pérez Escrivá, Victoria",I** Per,,9788415357285
En Juli i la Sara : problemes al pati ,"Pétigny, Aline de",I** Pet,,9788424624477
Tot el que sap l'Alejandro ,"Pi Andreu, Andrés",I** Pi,Nandibú singular,9788413030944
Mapa de ciutats somiades ,"Pijama, Joana",I** Pij,,9788469762653
El Capitán Calzoncillos y el perverso plan del profesor Pipicaca ,"Pilkey, Dav",I** Pil,El Barco de vapor,8434889013
El Capità Calçotets i el combat cruent amb l'hominoide mucoide. I. La nit de les mil burilles ,"Pilkey, Dav",I** Pil,El Vaixell de vapor   138,9788466114028
Roc Rocafort i el robot gegant vs. contra els cibermicos de Mart ,"Pilkey, Dav",I** Pil,Roc Rocafort   4,9788466149303
El Capità Calçotets i la terrible trama del professor Tirapets ,"Pilkey, Dav",I** Pil,El Vaixell de vapor. Sèrie blava   123,9788466110273
El Capità Calçotets i la invasió dels extraterrestres ,"Pilkey, Dav",I** Pil,El Capità Calçotets   3,9788466118248
El Capitán Calzoncillos y la dramática aventura de los engendros del inodoro malva ,"Pilkey, Dav",I** Pil,El Barco de vapor,9788467579680
Sito Kesito y su robot gigantesco contra los conejosaurios jurásicos de Júpiter ,"Pilkey, Dav",I** Pil,El Barco de vapor,9788467520613
Les Aventures del Capità Calçotets ,"Pilkey, Dav",I** Pil,El Vaixell de vapor   97. Sèrie blava,8466102043
El Capità Calçotets i l'atac dels vàters parlants ,"Pilkey, Dav",I** Pil,El Capità Calçotets   2,9788466118231
El Capità Calçotets i la revenja repugnant dels robocalçotots radioactius ,"Pilkey, Dav",I** Pil,El Capità Calçotets   10,9788466133821
El Capità Calçotets i la bàrbara venjança del vàter turbo 2000 ,"Pilkey, Dav",I** Pil,El Capità Calçotets   11,9788466137638
Sito Kesito y su robot gigantesco ,"Pilkey, Dav",I** Pil,El Barco de vapor,8434844516
Sito Kesito y su robot gigantesco contra los unicornios radiactivos de Urano ,"Pilkey, Dav",I** Pil,El Barco de vapor,9788467529777
El Capità Calçotets i el retorn terrorífic de l'Andròmina Sucamulla ,"Pilkey, Dav",I** Pil,El Capità Calçotets   9,9788466132060
El Gos negre ,"Pinfold, Levi",I** Pin,,9788494236075
Mi mejor amigo es un gorila ,"Pin, Isabel",I** Pin,,9788494705267
Pinocho , ,I** Pin,Los Clásicos (Everest),9788424143015
Contes per a nens que s'adormen de seguida ,Pinto,I** Pin,Set llegües,9788484649946
Minimalario ,Pinto,I** Pin,Siete leguas,9788492608461
El Zorro Tomeo ,"Pitcher, Caroline",I** Pit,Fábulas ilustradas,9788467715705
En Mattia i l'avi ,"Piumini, Roberto",I** Piu,El Jardí secret de Viena   11,9788483308431
El Vestit de tant se val ,"Plath, Sylvia, 1932-1963",I** Pla,,9788418930263
"En Blai, la Iseia i el Mataplanetes ","Ponti, Claude",I** Pon,L'amiga imaginaria   1,9788473293174
Una Història d'indians ,"Portell Rifà, Joan",I** Por,,9788491911678
El Nàufrag de l'espai ,"Prats, Joan de Déu",I** Pra,Sopa de llibres (Barcanova)   116,8448918835
L'Inventor despistat ,"Prats, Joan de Déu",I** Pra,Sopa de lletres (Barcanova)   198,9788448931315
Els Desastrosos encanteris de la bruixa Serafina ,"Pradas, Núria",I** Pra,Joves lectors   20,9788483432907
Operació Àfrica ,"Prats, Joan de Déu",I** Pra,Alfaguara-Grup Promotor,9788484354444
El Misteri del meteorit ,"Prats, Joan de Déu",I** Pra,Roc Tempesta,9788448925727
La Colla intrèpida i el capità Ferotge ,"Prats, Joan de Déu",I** Pra,Llegir és viure,9788447440443
Pell de caramel ,"Prats, Joan de Déu",I** Pra,Grumets   163,8424695739
Clida i Sirú ,"Prats, Joan de Déu",I** Pra,Primers lectors (Bambú)   2,8493482684
Fricandó ,"Prats, Joan de Déu",I** Pra,Sopa de llibres (Barcanova)   113,9788448918828
Quina família! ,"Pradas, Núria",I** Pra,Grumets   177,9788424621667
3 contes de Carnaval ,"Prats, Joan de Déu",I** Pra,Insòlits   6,9788472025462
3 contes de Nadal ,"Prats, Joan de Déu",I** Pra,Insòlits   4,9788484158684
El Detective disfrazado ,"Preller, James",I** Pre,Nino Puzle   5,8426354866
El Monstre golafre ,"Preller, James",I** Pre,Detectiu Puzle   2,844791397X
La Bicicleta robada ,"Preller, James",I** Pre,Detectiu Puzle   4,9788447914098
El Bromista invisible ,"Preller, James",I** Pre,Detectiu Puzle   3,9788447914005
El Hámster desaparecido ,"Preller, James",I** Pre,Nino Puzle   1,8426352693
Toni y la inundación ,"Price, Rebecca",I** Pri,,9788489825499
Quan els ogres es queden sols ,"Puig, Pere (Il·lustrador)",I** Pui,,9788415549499
El Gran llibre de les emocions ,"Pujol i Pons, Esteve",I** Puj,,9788434238053
La Niña invisible ,Puño,I** Pun,El Barco de vapor,9788491076346
Un Lío con brilli-brilli ,"Punset, Ana",I** Pun,Unicornia,9788418798580
Ada Lovelace desxifra el codi ,"Purtill, Corinne",I** Pur,Nenes rebels,9788418134333
On dormen els estels? ,"Queralt, Elisenda",I** Que,Primers lectors (Bambú)   7,9788483430293
"Bona nit, criatures fantàstiques ","Ràfols, Lluís",I** Raf,,9788412264647
Rebigotis ,"Ramon, Estrella",I** Ram,El Pirata groc   56,9788496569973
Balena ,"Rayó i Ferrer, Miquel",I** Ray,Ales de paper. Sèrie blava   2,8487334776
Pastel espacial ,"Reeve, Philip",I** Ree,,9788467579215
Tic-tac ,"Reizac, Grégoire",I** Rei,,9788492696956
